Time,tempin,tempout,humidity,windspeed,winddir,rainrate,dew,uv,heat,icon,desc
09:31:33,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
09:32:10,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
09:32:33,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
09:33:10,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
09:33:33,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
09:34:10,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
09:34:33,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
09:35:10,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
09:35:33,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
09:36:10,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
09:36:33,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
09:37:10,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
09:37:33,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
09:38:10,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
09:38:33,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
09:39:10,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
09:39:33,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
09:40:10,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
09:40:33,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
09:41:10,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
09:41:33,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
09:42:10,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
09:42:33,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
09:43:10,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
09:43:33,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
09:44:10,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
09:44:33,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
09:45:10,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
09:45:33,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
09:46:10,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
09:46:33,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
09:47:10,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
09:47:33,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
09:48:10,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
09:48:33,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
09:49:10,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
09:49:33,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
09:50:10,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
09:50:33,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
09:51:10,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
09:51:33,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
09:52:10,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
09:52:33,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
09:53:10,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
09:53:33,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
09:54:10,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
09:54:33,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
09:55:10,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
09:55:33,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
09:56:10,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
09:56:33,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
09:57:10,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
09:57:33,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
09:58:10,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
09:58:33,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
09:59:10,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
09:59:33,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
10:00:10,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
10:00:33,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
10:01:10,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
10:01:33,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
10:02:10,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
10:02:33,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
10:03:10,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
10:03:33,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
10:04:10,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
10:04:33,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
10:05:10,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
10:05:33,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
10:06:10,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
10:06:33,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
10:07:10,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
10:07:33,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
10:08:10,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
10:08:33,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
10:09:10,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
10:09:33,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
10:10:10,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
10:10:33,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
10:11:10,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
10:11:33,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
10:12:10,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
10:12:33,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
10:13:10,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
10:13:33,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
10:14:33,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
10:15:10,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
10:15:33,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
10:16:10,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
10:16:33,30.3,25.8,78.0,6.4,266.0,1.12598,71.0,0,82.0,09d,shower rain
10:17:42,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:17:43,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:18:42,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:18:43,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:19:42,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:19:43,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:20:42,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:20:43,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:21:42,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:21:43,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:22:42,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:22:43,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:23:42,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:23:43,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:24:42,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:24:43,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:25:42,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:25:43,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:26:42,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:26:43,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:27:42,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:27:43,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:28:42,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:28:43,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:29:42,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:29:43,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:30:42,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:30:43,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:31:42,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:31:43,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:32:42,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:32:43,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:33:42,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:33:43,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:34:42,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:34:43,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:35:42,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:35:43,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:36:42,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:36:43,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:37:42,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:37:43,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:38:42,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:38:43,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:39:42,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:39:43,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:40:42,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:40:43,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:41:42,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:41:43,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:42:42,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:42:43,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:43:42,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:43:43,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:44:42,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:44:43,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:45:42,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:45:43,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:46:42,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:46:43,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:47:42,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:47:43,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:48:42,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:48:43,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:49:42,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:49:43,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:50:42,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:50:43,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:51:42,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:51:43,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:52:42,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:52:43,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:53:42,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:53:43,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:54:42,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:54:43,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:55:42,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:55:43,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:56:42,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:56:43,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:57:42,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:57:43,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:58:42,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:58:43,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:59:42,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
10:59:43,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
11:00:42,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
11:00:43,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
11:01:42,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
11:01:43,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
11:02:42,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
11:02:43,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
11:03:42,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
11:03:43,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
11:04:42,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
11:04:43,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
11:05:42,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
11:05:43,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
11:06:42,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
11:06:43,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
11:07:42,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
11:07:43,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
11:08:42,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
11:08:43,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
11:09:42,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
11:09:43,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
11:10:42,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
11:10:43,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
