Time,tempin,tempout,humidity,windspeed,winddir,rainrate,dew,uv,heat,icon,desc
15:17:33,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
15:18:30,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
15:18:33,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
15:19:30,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
15:19:33,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
15:20:30,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
15:20:33,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
15:21:30,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
15:21:33,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
15:22:30,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
15:22:33,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
15:23:30,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
15:23:33,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
15:24:30,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
15:24:33,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
15:25:30,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
15:25:33,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
15:26:30,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
15:26:33,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
15:27:30,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
15:27:33,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
15:28:30,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
15:28:33,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
15:29:30,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
15:29:33,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
15:30:30,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
15:30:33,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
15:31:30,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
15:31:33,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
15:32:30,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
15:32:33,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
15:33:30,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
15:33:33,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
15:34:30,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
15:34:33,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
15:35:30,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
15:35:33,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
15:36:30,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
15:36:33,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
15:37:30,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
15:37:33,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
15:38:30,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
15:38:33,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
15:39:30,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
15:39:33,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
15:40:30,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
15:40:33,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
15:41:30,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
15:41:33,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
15:42:30,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
15:42:33,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
15:43:30,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
15:43:33,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
15:44:30,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
15:44:33,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
15:45:30,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
15:45:33,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
15:46:30,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
15:46:33,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
15:47:30,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
15:47:33,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
15:48:30,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
15:48:33,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
15:49:30,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
15:49:33,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
15:50:30,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
15:50:33,32.2,27.3,71.0,0.0,285.0,1.12598,71.0,0,86.0,09d,shower rain
